type,template_names,label_fr,iri
flont:Connotation,affectueux,Affectueux,flont:defprec_affectueux
flont:Connotation,injurieux,Injurieux,flont:defprec_injurieux
flont:Connotation,ironique,Ironique,flont:defprec_ironique
flont:Connotation,mélioratif,Mélioratif,flont:defprec_melioratif
flont:Connotation,par dérision,Par dérision,flont:defprec_par_derision
flont:Connotation,par plaisanterie,Par plaisanterie,flont:defprec_par_plaisanterie
flont:Connotation,péjoratif,Péjoratif,flont:defprec_pejoratif
flont:GlossaryUseDomain,agrumes,Agrumes,flont:defprec_agrumes
flont:GlossaryUseDomain,alcaloïdes,Alcaloïdes,flont:defprec_alcaloides
flont:GlossaryUseDomain,alcools,Alcools,flont:defprec_alcools
flont:GlossaryUseDomain,algues,Algues,flont:defprec_algues
flont:GlossaryUseDomain,aliments,Aliments,flont:defprec_aliments
flont:GlossaryUseDomain,alliages,Alliages,flont:defprec_alliages
flont:GlossaryUseDomain,anciennes divisions,Anciennes divisions,flont:defprec_anciennes_divisions
flont:GlossaryUseDomain,anciennes localités,Anciennes localités,flont:defprec_anciennes_localites
flont:GlossaryUseDomain,anglicismes informatiques,Anglicismes informatiques,flont:defprec_anglicismes_informatiques
flont:GlossaryUseDomain,animaux,Animaux,flont:defprec_animaux
flont:GlossaryUseDomain,antilopes,Antilopes,flont:defprec_antilopes
flont:GlossaryUseDomain,arbres,Arbres,flont:defprec_arbres
flont:GlossaryUseDomain,armes,Armes,flont:defprec_armes
flont:GlossaryUseDomain,armures,Armures,flont:defprec_armures
flont:GlossaryUseDomain,aromates,Aromates,flont:defprec_aromates
flont:GlossaryUseDomain,arthropodes,Arthropodes,flont:defprec_arthropodes
flont:GlossaryUseDomain,artistes,Artistes,flont:defprec_artistes
flont:GlossaryUseDomain,atomes,Atomes,flont:defprec_atomes
flont:GlossaryUseDomain,avions,Avions,flont:defprec_avions
flont:GlossaryUseDomain,bactéries,Bactéries,flont:defprec_bacteries
flont:GlossaryUseDomain,bateaux,Bateaux,flont:defprec_bateaux
flont:GlossaryUseDomain,bières,Bières,flont:defprec_bieres
flont:GlossaryUseDomain,bivalves,Bivalves,flont:defprec_bivalves
flont:GlossaryUseDomain,boissons,Boissons,flont:defprec_boissons
flont:GlossaryUseDomain,bovins,Bovins,flont:defprec_bovins
flont:GlossaryUseDomain,cactus,Cactus,flont:defprec_cactus
flont:GlossaryUseDomain,camélidés,Camélidés,flont:defprec_camelides
flont:GlossaryUseDomain,canards,Canards,flont:defprec_canards
flont:GlossaryUseDomain,caprins,Caprins,flont:defprec_caprins
flont:GlossaryUseDomain,carnivores,Carnivores,flont:defprec_carnivores
flont:GlossaryUseDomain,cépages,Cépages,flont:defprec_cepages
flont:GlossaryUseDomain,céphalopodes,Céphalopodes,flont:defprec_cephalopodes
flont:GlossaryUseDomain,céréales,Céréales,flont:defprec_cereales
flont:GlossaryUseDomain,cervidés,Cervidés,flont:defprec_cervides
flont:GlossaryUseDomain,cétacés,Cétacés,flont:defprec_cetaces
flont:GlossaryUseDomain,chaînes de montagnes,Chaînes de montagnes,flont:defprec_chaines_de_montagnes
flont:GlossaryUseDomain,chameaux,Chameaux,flont:defprec_chameaux
flont:GlossaryUseDomain,champignons,Champignons,flont:defprec_champignons
flont:GlossaryUseDomain,chats,Chats,flont:defprec_chats
flont:GlossaryUseDomain,chaussures,Chaussures,flont:defprec_chaussures
flont:GlossaryUseDomain,chauves-souris,Chauves-souris,flont:defprec_chauves_souris
flont:GlossaryUseDomain,chênes,Chênes,flont:defprec_chenes
flont:GlossaryUseDomain,chevaux,Chevaux,flont:defprec_chevaux
flont:GlossaryUseDomain,chiens,Chiens,flont:defprec_chiens
flont:GlossaryUseDomain,cigognes,Cigognes,flont:defprec_cigognes
flont:GlossaryUseDomain,cnidaires,Cnidaires,flont:defprec_cnidaires
flont:GlossaryUseDomain,cocktails,Cocktails,flont:defprec_cocktails
flont:GlossaryUseDomain,coléoptères,Coléoptères,flont:defprec_coleopteres
flont:GlossaryUseDomain,commerces,Commerces,flont:defprec_commerces
flont:GlossaryUseDomain,composants électriques,Composants électriques,flont:defprec_composants_electriques
flont:GlossaryUseDomain,composants électroniques,Composants électroniques,flont:defprec_composants_electroniques
flont:GlossaryUseDomain,condiments,Condiments,flont:defprec_condiments
flont:GlossaryUseDomain,confiseries,Confiseries,flont:defprec_confiseries
flont:GlossaryUseDomain,conifères,Conifères,flont:defprec_coniferes
flont:GlossaryUseDomain,constellations,Constellations,flont:defprec_constellations
flont:GlossaryUseDomain,coquillages,Coquillages,flont:defprec_coquillages
flont:GlossaryUseDomain,cours d’eau,Cours d’eau,flont:defprec_cours_deau
flont:GlossaryUseDomain,couteaux,Couteaux,flont:defprec_couteaux
flont:GlossaryUseDomain,couvertures,Couvertures,flont:defprec_couvertures
flont:GlossaryUseDomain,couvre-chefs,Couvre-chefs,flont:defprec_couvre_chefs
flont:GlossaryUseDomain,crabes,Crabes,flont:defprec_crabes
flont:GlossaryUseDomain,crapauds,Crapauds,flont:defprec_crapauds
flont:GlossaryUseDomain,créatures,Créatures,flont:defprec_creatures
flont:GlossaryUseDomain,crimes,Crimes,flont:defprec_crimes
flont:GlossaryUseDomain,criminels,Criminels,flont:defprec_criminels
flont:GlossaryUseDomain,crustacés,Crustacés,flont:defprec_crustaces
flont:GlossaryUseDomain,cygnes,Cygnes,flont:defprec_cygnes
flont:GlossaryUseDomain,danses,Danses,flont:defprec_danses
flont:GlossaryUseDomain,départements,Départements,flont:defprec_departements
flont:GlossaryUseDomain,déserts,Déserts,flont:defprec_deserts
flont:GlossaryUseDomain,desserts,Desserts,flont:defprec_desserts
flont:GlossaryUseDomain,détroits,Détroits,flont:defprec_detroits
flont:GlossaryUseDomain,diacritiques,Diacritiques,flont:defprec_diacritiques
flont:GlossaryUseDomain,dialectes,Dialectes,flont:defprec_dialectes
flont:GlossaryUseDomain,dindons,Dindons,flont:defprec_dindons
flont:GlossaryUseDomain,dinosaures,Dinosaures,flont:defprec_dinosaures
flont:GlossaryUseDomain,distinctions,Distinctions,flont:defprec_distinctions
flont:GlossaryUseDomain,divinités,Divinités,flont:defprec_divinites
flont:GlossaryUseDomain,documents,Documents,flont:defprec_documents
flont:GlossaryUseDomain,drogues,Drogues,flont:defprec_drogues
flont:GlossaryUseDomain,échinodermes,Échinodermes,flont:defprec_echinodermes
flont:GlossaryUseDomain,écureuils,Écureuils,flont:defprec_ecureuils
flont:GlossaryUseDomain,édifices,Édifices,flont:defprec_edifices
flont:GlossaryUseDomain,éléments,Éléments,flont:defprec_elements
flont:GlossaryUseDomain,enzymes,Enzymes,flont:defprec_enzymes
flont:GlossaryUseDomain,épices,Épices,flont:defprec_epices
flont:GlossaryUseDomain,équins,Équins,flont:defprec_equins
flont:GlossaryUseDomain,établissements,Établissements,flont:defprec_etablissements
flont:GlossaryUseDomain,états,États,flont:defprec_etats
flont:GlossaryUseDomain,ethnonymes,Ethnonymes,flont:defprec_ethnonymes
flont:GlossaryUseDomain,étoiles,Étoiles,flont:defprec_etoiles
flont:GlossaryUseDomain,euphorbes,Euphorbes,flont:defprec_euphorbes
flont:GlossaryUseDomain,familles de plantes,Familles de plantes,flont:defprec_familles_de_plantes
flont:GlossaryUseDomain,félins,Félins,flont:defprec_felins
flont:GlossaryUseDomain,figures,Figures,flont:defprec_figures
flont:GlossaryUseDomain,flamants,Flamants,flont:defprec_flamants
flont:GlossaryUseDomain,fleurs,Fleurs,flont:defprec_fleurs
flont:GlossaryUseDomain,fromages,Fromages,flont:defprec_fromages
flont:GlossaryUseDomain,fruits,Fruits,flont:defprec_fruits
flont:GlossaryUseDomain,gastéropodes,Gastéropodes,flont:defprec_gasteropodes
flont:GlossaryUseDomain,gâteaux,Gâteaux,flont:defprec_gateaux
flont:GlossaryUseDomain,genres littéraires,Genres littéraires,flont:defprec_genres_litteraires
flont:GlossaryUseDomain,genres musicaux,Genres musicaux,flont:defprec_genres_musicaux
flont:GlossaryUseDomain,gentilés,Gentilés,flont:defprec_gentiles
flont:GlossaryUseDomain,giraffidés,Giraffidés,flont:defprec_giraffides
flont:GlossaryUseDomain,gladiateurs,Gladiateurs,flont:defprec_gladiateurs
flont:GlossaryUseDomain,golfes,Golfes,flont:defprec_golfes
flont:GlossaryUseDomain,grades,Grades,flont:defprec_grades
flont:GlossaryUseDomain,grenouilles,Grenouilles,flont:defprec_grenouilles
flont:GlossaryUseDomain,grues,Grues,flont:defprec_grues
flont:GlossaryUseDomain,hérons,Hérons,flont:defprec_herons
flont:GlossaryUseDomain,ibis,Ibis,flont:defprec_ibis
flont:GlossaryUseDomain,îles,Îles,flont:defprec_iles
flont:GlossaryUseDomain,insectes,Insectes,flont:defprec_insectes
flont:GlossaryUseDomain,instruments,Instruments,flont:defprec_instruments
flont:GlossaryUseDomain,instruments de mesure,Instruments de mesure,flont:defprec_instruments_de_mesure
flont:GlossaryUseDomain,insultes,Insultes,flont:defprec_insultes
flont:GlossaryUseDomain,jeux de cartes,Jeux de cartes,flont:defprec_jeux_de_cartes
flont:GlossaryUseDomain,jouets,Jouets,flont:defprec_jouets
flont:GlossaryUseDomain,lacs,Lacs,flont:defprec_lacs
flont:GlossaryUseDomain,langages,Langages,flont:defprec_langages
flont:GlossaryUseDomain,langues,Langues,flont:defprec_langues
flont:GlossaryUseDomain,légumes,Légumes,flont:defprec_legumes
flont:GlossaryUseDomain,léporidés,Léporidés,flont:defprec_leporides
flont:GlossaryUseDomain,lézards,Lézards,flont:defprec_lezards
flont:GlossaryUseDomain,lianes,Lianes,flont:defprec_lianes
flont:GlossaryUseDomain,lieux,Lieux,flont:defprec_lieux
flont:GlossaryUseDomain,localités,Localités,flont:defprec_localites
flont:GlossaryUseDomain,machines,Machines,flont:defprec_machines
flont:GlossaryUseDomain,maladies,Maladies,flont:defprec_maladies
flont:GlossaryUseDomain,mammifères,Mammifères,flont:defprec_mammiferes
flont:GlossaryUseDomain,marsupiaux,Marsupiaux,flont:defprec_marsupiaux
flont:GlossaryUseDomain,médicaments,Médicaments,flont:defprec_medicaments
flont:GlossaryUseDomain,méduses,Méduses,flont:defprec_meduses
flont:GlossaryUseDomain,mers,Mers,flont:defprec_mers
flont:GlossaryUseDomain,métaplasmes,Métaplasmes,flont:defprec_metaplasmes
flont:GlossaryUseDomain,meubles,Meubles,flont:defprec_meubles
flont:GlossaryUseDomain,meubles héraldiques,Meubles héraldiques,flont:defprec_meubles_heraldiques
flont:GlossaryUseDomain,minéraux,Minéraux,flont:defprec_mineraux
flont:GlossaryUseDomain,mollusques,Mollusques,flont:defprec_mollusques
flont:GlossaryUseDomain,monnaies,Monnaies,flont:defprec_monnaies
flont:GlossaryUseDomain,montagnes,Montagnes,flont:defprec_montagnes
flont:GlossaryUseDomain,mouches,Mouches,flont:defprec_mouches
flont:GlossaryUseDomain,muscles,Muscles,flont:defprec_muscles
flont:GlossaryUseDomain,musiciens,Musiciens,flont:defprec_musiciens
flont:GlossaryUseDomain,musiques,Musiques,flont:defprec_musiques
flont:GlossaryUseDomain,oies,Oies,flont:defprec_oies
flont:GlossaryUseDomain,oiseaux,Oiseaux,flont:defprec_oiseaux
flont:GlossaryUseDomain,outils,Outils,flont:defprec_outils
flont:GlossaryUseDomain,ovins,Ovins,flont:defprec_ovins
flont:GlossaryUseDomain,palmiers,Palmiers,flont:defprec_palmiers
flont:GlossaryUseDomain,palmipèdes,Palmipèdes,flont:defprec_palmipedes
flont:GlossaryUseDomain,papillons,Papillons,flont:defprec_papillons
flont:GlossaryUseDomain,particules,Particules,flont:defprec_particules
flont:GlossaryUseDomain,pâtes alimentaires,Pâtes alimentaires,flont:defprec_pates_alimentaires
flont:GlossaryUseDomain,pâtisseries,Pâtisseries,flont:defprec_patisseries
flont:GlossaryUseDomain,pays,Pays,flont:defprec_pays
flont:GlossaryUseDomain,pêches,Pêches,flont:defprec_peches
flont:GlossaryUseDomain,pélicans,Pélicans,flont:defprec_pelicans
flont:GlossaryUseDomain,perroquets,Perroquets,flont:defprec_perroquets
flont:GlossaryUseDomain,personnalités,Personnalités,flont:defprec_personnalites
flont:GlossaryUseDomain,peupliers,Peupliers,flont:defprec_peupliers
flont:GlossaryUseDomain,phobies,Phobies,flont:defprec_phobies
flont:GlossaryUseDomain,planètes,Planètes,flont:defprec_planetes
flont:GlossaryUseDomain,plans d’eau,Plans d’eau,flont:defprec_plans_deau
flont:GlossaryUseDomain,plantes,Plantes,flont:defprec_plantes
flont:GlossaryUseDomain,pléonasmes,Pléonasmes,flont:defprec_pleonasmes
flont:GlossaryUseDomain,points cardinaux,Points cardinaux,flont:defprec_points_cardinaux
flont:GlossaryUseDomain,poires,Poires,flont:defprec_poires
flont:GlossaryUseDomain,poissons,Poissons,flont:defprec_poissons
flont:GlossaryUseDomain,pommes,Pommes,flont:defprec_pommes
flont:GlossaryUseDomain,ponctuations,Ponctuations,flont:defprec_ponctuations
flont:GlossaryUseDomain,porcins,Porcins,flont:defprec_porcins
flont:GlossaryUseDomain,positions,Positions,flont:defprec_positions
flont:GlossaryUseDomain,poules,Poules,flont:defprec_poules
flont:GlossaryUseDomain,préparations,Préparations,flont:defprec_preparations
flont:GlossaryUseDomain,primates,Primates,flont:defprec_primates
flont:GlossaryUseDomain,protéines,Protéines,flont:defprec_proteines
flont:GlossaryUseDomain,protocoles,Protocoles,flont:defprec_protocoles
flont:GlossaryUseDomain,proverbes,Proverbes,flont:defprec_proverbes
flont:GlossaryUseDomain,provinces,Provinces,flont:defprec_provinces
flont:GlossaryUseDomain,psychotropes,Psychotropes,flont:defprec_psychotropes
flont:GlossaryUseDomain,quartiers,Quartiers,flont:defprec_quartiers
flont:GlossaryUseDomain,raies,Raies,flont:defprec_raies
flont:GlossaryUseDomain,rapaces,Rapaces,flont:defprec_rapaces
flont:GlossaryUseDomain,régions,Régions,flont:defprec_regions
flont:GlossaryUseDomain,religieux,Religieux,flont:defprec_religieux
flont:GlossaryUseDomain,religions,Religions,flont:defprec_religions
flont:GlossaryUseDomain,reptiles,Reptiles,flont:defprec_reptiles
flont:GlossaryUseDomain,requins,Requins,flont:defprec_requins
flont:GlossaryUseDomain,roches,Roches,flont:defprec_roches
flont:GlossaryUseDomain,rongeurs,Rongeurs,flont:defprec_rongeurs
flont:GlossaryUseDomain,saisons,Saisons,flont:defprec_saisons
flont:GlossaryUseDomain,salades,Salades,flont:defprec_salades
flont:GlossaryUseDomain,sandwichs,Sandwichs,flont:defprec_sandwichs
flont:GlossaryUseDomain,satellites,Satellites,flont:defprec_satellites
flont:GlossaryUseDomain,saules,Saules,flont:defprec_saules
flont:GlossaryUseDomain,scientifiques,Scientifiques,flont:defprec_scientifiques
flont:GlossaryUseDomain,seigneuries,Seigneuries,flont:defprec_seigneuries
flont:GlossaryUseDomain,sentiments,Sentiments,flont:defprec_sentiments
flont:GlossaryUseDomain,serpents,Serpents,flont:defprec_serpents
flont:GlossaryUseDomain,singes,Singes,flont:defprec_singes
flont:GlossaryUseDomain,soldats,Soldats,flont:defprec_soldats
flont:GlossaryUseDomain,spatules,Spatules,flont:defprec_spatules
flont:GlossaryUseDomain,sportifs,Sportifs,flont:defprec_sportifs
flont:GlossaryUseDomain,sports,Sports,flont:defprec_sports
flont:GlossaryUseDomain,substances,Substances,flont:defprec_substances
flont:GlossaryUseDomain,symboles unités,Symboles unités,flont:defprec_symboles_unites
flont:GlossaryUseDomain,temps géologiques,Temps géologiques,flont:defprec_temps_geologiques
flont:GlossaryUseDomain,territoires,Territoires,flont:defprec_territoires
flont:GlossaryUseDomain,textiles,Textiles,flont:defprec_textiles
flont:GlossaryUseDomain,thérapies,Thérapies,flont:defprec_therapies
flont:GlossaryUseDomain,tissus,Tissus,flont:defprec_tissus
flont:GlossaryUseDomain,titres,Titres,flont:defprec_titres
flont:GlossaryUseDomain,toponymes,Toponymes,flont:defprec_toponymes
flont:GlossaryUseDomain,tortues,Tortues,flont:defprec_tortues
flont:GlossaryUseDomain,un os,Un os,flont:defprec_un_os
flont:GlossaryUseDomain,unités,Unités,flont:defprec_unites
flont:GlossaryUseDomain,usines,Usines,flont:defprec_usines
flont:GlossaryUseDomain,ustensiles,Ustensiles,flont:defprec_ustensiles
flont:GlossaryUseDomain,véhicules,Véhicules,flont:defprec_vehicules
flont:GlossaryUseDomain,vents,Vents,flont:defprec_vents
flont:GlossaryUseDomain,vers,Vers,flont:defprec_vers
flont:GlossaryUseDomain,vêtements,Vêtements,flont:defprec_vetements
flont:GlossaryUseDomain,viandes,Viandes,flont:defprec_viandes
flont:GlossaryUseDomain,vins,Vins,flont:defprec_vins
flont:GlossaryUseDomain,virus,Virus,flont:defprec_virus
flont:GlossaryUseDomain,voitures,Voitures,flont:defprec_voitures
flont:GlossaryUseDomain,xénarthres,Xénarthres,flont:defprec_xenarthres
flont:GrammaticalConstraint,absolument,Absolument,flont:defprec_absolument
flont:GrammaticalConstraint,apposition,En apposition,flont:defprec_en_apposition
flont:GrammaticalConstraint,au féminin,Au féminin,flont:defprec_au_feminin
flont:GrammaticalConstraint,au masculin,Au masculin,flont:defprec_au_masculin
flont:GrammaticalConstraint,au pluriel,Au pluriel,flont:defprec_au_pluriel
flont:GrammaticalConstraint,au singulier,Au singulier,flont:defprec_au_singulier
flont:GrammaticalConstraint,ellipse,Par ellipse,flont:defprec_par_ellipse
flont:GrammaticalConstraint,épithète,Employé comme épithète,flont:defprec_employe_comme_epithete
flont:Idiomatism,anglicisme,Anglicisme,flont:defprec_anglicisme
flont:Idiomatism,gallicisme,Gallicisme,flont:defprec_gallicisme
flont:Idiomatism,germanisme,Germanisme,flont:defprec_germanisme
flont:Idiomatism,hispanisme,Hispanisme,flont:defprec_hispanisme
flont:Idiomatism,italianisme,Italianisme,flont:defprec_italianisme
flont:Idiomatism,latinisme,Latinisme,flont:defprec_latinisme
flont:Idiomatism,lusitanisme,Lusitanisme,flont:defprec_lusitanisme
flont:LanguageRegister,enfantin,Langage enfantin,flont:defprec_langage_enfantin
flont:LanguageRegister,familier,Familier,flont:defprec_familier
flont:LanguageRegister,informel,Informel,flont:defprec_informel
flont:LanguageRegister,populaire,Populaire,flont:defprec_populaire
flont:LanguageRegister,soutenu;formel,Soutenu,flont:defprec_soutenu
flont:LanguageRegister,très familier,Très familier,flont:defprec_tres_familier
flont:LanguageRegister,vulgaire,Vulgaire,flont:defprec_vulgaire
flont:LexicalUseDomain,acoustique,Acoustique,flont:defprec_acoustique
flont:LexicalUseDomain,administration,Administration,flont:defprec_administration
flont:LexicalUseDomain,aéronautique,Aéronautique,flont:defprec_aeronautique
flont:LexicalUseDomain,agriculture,Agriculture,flont:defprec_agriculture
flont:LexicalUseDomain,agronomie,Agronomie,flont:defprec_agronomie
flont:LexicalUseDomain,aïkido,Aïkido,flont:defprec_aikido
flont:LexicalUseDomain,alchimie,Alchimie,flont:defprec_alchimie
flont:LexicalUseDomain,algèbre,Algèbre,flont:defprec_algebre
flont:LexicalUseDomain,alpinisme,Alpinisme,flont:defprec_alpinisme
flont:LexicalUseDomain,analyse,Analyse,flont:defprec_analyse
flont:LexicalUseDomain,anatomie,Anatomie,flont:defprec_anatomie
flont:LexicalUseDomain,anthropologie,Anthropologie,flont:defprec_anthropologie
flont:LexicalUseDomain,antiquité,Antiquité,flont:defprec_antiquite
flont:LexicalUseDomain,apiculture,Apiculture,flont:defprec_apiculture
flont:LexicalUseDomain,arboriculture,Arboriculture,flont:defprec_arboriculture
flont:LexicalUseDomain,archéologie,Archéologie,flont:defprec_archeologie
flont:LexicalUseDomain,architecture,Architecture,flont:defprec_architecture
flont:LexicalUseDomain,Argadz,Argadz,flont:defprec_argadz
flont:LexicalUseDomain,armement,Armement,flont:defprec_armement
flont:LexicalUseDomain,arts,Arts,flont:defprec_arts
flont:LexicalUseDomain,arts martiaux,Arts martiaux,flont:defprec_arts_martiaux
flont:LexicalUseDomain,assurance,Assurance,flont:defprec_assurance
flont:LexicalUseDomain,astrologie,Astrologie,flont:defprec_astrologie
flont:LexicalUseDomain,astronautique,Astronautique,flont:defprec_astronautique
flont:LexicalUseDomain,astronomie,Astronomie,flont:defprec_astronomie
flont:LexicalUseDomain,astrophysique,Astrophysique,flont:defprec_astrophysique
flont:LexicalUseDomain,athlétisme,Athlétisme,flont:defprec_athletisme
flont:LexicalUseDomain,audiovisuel,Audiovisuel,flont:defprec_audiovisuel
flont:LexicalUseDomain,automatique,Automatique,flont:defprec_automatique
flont:LexicalUseDomain,automobile,Automobile,flont:defprec_automobile
flont:LexicalUseDomain,aviation,Aviation,flont:defprec_aviation
flont:LexicalUseDomain,baby-foot,Baby-foot,flont:defprec_baby_foot
flont:LexicalUseDomain,bactériologie,Bactériologie,flont:defprec_bacteriologie
flont:LexicalUseDomain,badminton,Badminton,flont:defprec_badminton
flont:LexicalUseDomain,base de données,Base de données,flont:defprec_base_de_donnees
flont:LexicalUseDomain,baseball,Baseball,flont:defprec_baseball
flont:LexicalUseDomain,basket-ball,Basket-ball,flont:defprec_basket_ball
flont:LexicalUseDomain,BD,BD,flont:defprec_bd
flont:LexicalUseDomain,beaux-arts,Beaux-arts,flont:defprec_beaux_arts
flont:LexicalUseDomain,bibliothéconomie,Bibliothéconomie,flont:defprec_bibliotheconomie
flont:LexicalUseDomain,bijouterie,Bijouterie,flont:defprec_bijouterie
flont:LexicalUseDomain,billard,Billard,flont:defprec_billard
flont:LexicalUseDomain,biochimie,Biochimie,flont:defprec_biochimie
flont:LexicalUseDomain,biogéographie,Biogéographie,flont:defprec_biogeographie
flont:LexicalUseDomain,biologie,Biologie,flont:defprec_biologie
flont:LexicalUseDomain,biophysique,Biophysique,flont:defprec_biophysique
flont:LexicalUseDomain,bonsaï,Bonsaï,flont:defprec_bonsai
flont:LexicalUseDomain,botanique,Botanique,flont:defprec_botanique
flont:LexicalUseDomain,boucherie,Boucherie,flont:defprec_boucherie
flont:LexicalUseDomain,bouddhisme,Bouddhisme,flont:defprec_bouddhisme
flont:LexicalUseDomain,bourrellerie,Bourrellerie,flont:defprec_bourrellerie
flont:LexicalUseDomain,bowling,Bowling,flont:defprec_bowling
flont:LexicalUseDomain,boxe,Boxe,flont:defprec_boxe
flont:LexicalUseDomain,bridge,Bridge,flont:defprec_bridge
flont:LexicalUseDomain,calendrier,Calendrier,flont:defprec_calendrier
flont:LexicalUseDomain,calligraphie,Calligraphie,flont:defprec_calligraphie
flont:LexicalUseDomain,canoë-kayak,Canoë-kayak,flont:defprec_canoe_kayak
flont:LexicalUseDomain,capoeira,Capoeira,flont:defprec_capoeira
flont:LexicalUseDomain,cartes à jouer,Cartes à jouer,flont:defprec_cartes_a_jouer
flont:LexicalUseDomain,cartographie,Cartographie,flont:defprec_cartographie
flont:LexicalUseDomain,caséologie,Caséologie,flont:defprec_caseologie
flont:LexicalUseDomain,catch,Catch,flont:defprec_catch
flont:LexicalUseDomain,CB,CB,flont:defprec_cb
flont:LexicalUseDomain,céramique,Céramique,flont:defprec_ceramique
flont:LexicalUseDomain,charpenterie,Charpenterie,flont:defprec_charpenterie
flont:LexicalUseDomain,charronnerie,Charronnerie,flont:defprec_charronnerie
flont:LexicalUseDomain,chasse,Chasse,flont:defprec_chasse
flont:LexicalUseDomain,chimie,Chimie,flont:defprec_chimie
flont:LexicalUseDomain,chiromancie,Chiromancie,flont:defprec_chiromancie
flont:LexicalUseDomain,chirurgie,Chirurgie,flont:defprec_chirurgie
flont:LexicalUseDomain,christianisme,Christianisme,flont:defprec_christianisme
flont:LexicalUseDomain,chronologie,Chronologie,flont:defprec_chronologie
flont:LexicalUseDomain,cinéma,Cinéma,flont:defprec_cinema
flont:LexicalUseDomain,cirque,Cirque,flont:defprec_cirque
flont:LexicalUseDomain,climatologie,Climatologie,flont:defprec_climatologie
flont:LexicalUseDomain,coiffure,Coiffure,flont:defprec_coiffure
flont:LexicalUseDomain,colorimétrie,Colorimétrie,flont:defprec_colorimetrie
flont:LexicalUseDomain,commerce,Commerce,flont:defprec_commerce
flont:LexicalUseDomain,comptabilité,Comptabilité,flont:defprec_comptabilite
flont:LexicalUseDomain,construction,Construction,flont:defprec_construction
flont:LexicalUseDomain,copropriété,Copropriété,flont:defprec_copropriete
flont:LexicalUseDomain,cordonnerie,Cordonnerie,flont:defprec_cordonnerie
flont:LexicalUseDomain,cosmétologie,Cosmétologie,flont:defprec_cosmetologie
flont:LexicalUseDomain,couche application,Couche application,flont:defprec_couche_application
flont:LexicalUseDomain,couche liaison,Couche liaison,flont:defprec_couche_liaison
flont:LexicalUseDomain,couche physique,Couche physique,flont:defprec_couche_physique
flont:LexicalUseDomain,couche présentation,Couche présentation,flont:defprec_couche_presentation
flont:LexicalUseDomain,couche réseau,Couche réseau,flont:defprec_couche_reseau
flont:LexicalUseDomain,couche session,Couche session,flont:defprec_couche_session
flont:LexicalUseDomain,couche transport,Couche transport,flont:defprec_couche_transport
flont:LexicalUseDomain,course à pied,Course à pied,flont:defprec_course_a_pied
flont:LexicalUseDomain,couture,Couture,flont:defprec_couture
flont:LexicalUseDomain,cricket,Cricket,flont:defprec_cricket
flont:LexicalUseDomain,cryptographie,Cryptographie,flont:defprec_cryptographie
flont:LexicalUseDomain,cryptomonnaie,Cryptomonnaie,flont:defprec_cryptomonnaie
flont:LexicalUseDomain,cuisine,Cuisine,flont:defprec_cuisine
flont:LexicalUseDomain,cyclisme,Cyclisme,flont:defprec_cyclisme
flont:LexicalUseDomain,dames,Dames,flont:defprec_dames
flont:LexicalUseDomain,danse,Danse,flont:defprec_danse
flont:LexicalUseDomain,dentisterie,Dentisterie,flont:defprec_dentisterie
flont:LexicalUseDomain,dermatologie,Dermatologie,flont:defprec_dermatologie
flont:LexicalUseDomain,dessin,Dessin,flont:defprec_dessin
flont:LexicalUseDomain,diplomatie,Diplomatie,flont:defprec_diplomatie
flont:LexicalUseDomain,drogue,Drogue,flont:defprec_drogue
flont:LexicalUseDomain,droit,Droit,flont:defprec_droit
flont:LexicalUseDomain,échafaudage,Échafaudage,flont:defprec_echafaudage
flont:LexicalUseDomain,échecs,Échecs,flont:defprec_echecs
flont:LexicalUseDomain,écologie,Écologie,flont:defprec_ecologie
flont:LexicalUseDomain,économie,Économie,flont:defprec_economie
flont:LexicalUseDomain,édition,Édition,flont:defprec_edition
flont:LexicalUseDomain,éducation,Éducation,flont:defprec_education
flont:LexicalUseDomain,électoraux,Électoraux,flont:defprec_electoraux
flont:LexicalUseDomain,électricité,Électricité,flont:defprec_electricite
flont:LexicalUseDomain,électronique,Électronique,flont:defprec_electronique
flont:LexicalUseDomain,électrotechnique,Électrotechnique,flont:defprec_electrotechnique
flont:LexicalUseDomain,élevage,Élevage,flont:defprec_elevage
flont:LexicalUseDomain,embryologie,Embryologie,flont:defprec_embryologie
flont:LexicalUseDomain,entomologie,Entomologie,flont:defprec_entomologie
flont:LexicalUseDomain,équitation,Équitation,flont:defprec_equitation
flont:LexicalUseDomain,escrime,Escrime,flont:defprec_escrime
flont:LexicalUseDomain,ethnobiologie,Ethnobiologie,flont:defprec_ethnobiologie
flont:LexicalUseDomain,ethnologie,Ethnologie,flont:defprec_ethnologie
flont:LexicalUseDomain,famille,Famille,flont:defprec_famille
flont:LexicalUseDomain,fantastique,Fantastique,flont:defprec_fantastique
flont:LexicalUseDomain,fauconnerie,Fauconnerie,flont:defprec_fauconnerie
flont:LexicalUseDomain,ferroviaire,Ferroviaire,flont:defprec_ferroviaire
flont:LexicalUseDomain,finance,Finance,flont:defprec_finance
flont:LexicalUseDomain,fiscalité,Fiscalité,flont:defprec_fiscalite
flont:LexicalUseDomain,fontainerie,Fontainerie,flont:defprec_fontainerie
flont:LexicalUseDomain,football,Football,flont:defprec_football
flont:LexicalUseDomain,foresterie,Foresterie,flont:defprec_foresterie
