type,template_names,label_fr,iri
flont:UseRegionNorthAmerica,Montréal,"Montréal, Canada, Amérique du Nord",flont:defprec_montreal_canada_amerique_du_nord
flont:UseRegionNorthAmerica,Québec,"Québec, Canada, Amérique du Nord",flont:defprec_quebec_canada_amerique_du_nord
flont:UseRegionNorthAmerica,République dominicaine,"République dominicaine, Amérique du Nord",flont:defprec_republique_dominicaine_amerique_du_nord
flont:UseRegionNorthAmerica,Saint-Christophe-et-Niévès,"Saint-Christophe-et-Niévès, Amérique du Nord",flont:defprec_saint_christophe_et_nieves_amerique_du_nord
flont:UseRegionNorthAmerica,Saint-Vincent-et-les Grenadines,"Saint-Vincent-et-les Grenadines, Amérique du Nord",flont:defprec_saint_vincent_et_les_grenadines_amerique_du_nord
flont:UseRegionNorthAmerica,Sainte-Lucie,"Sainte-Lucie, Amérique du Nord",flont:defprec_sainte_lucie_amerique_du_nord
flont:UseRegionNorthAmerica,Trinité-et-Tobago,"Trinité-et-Tobago, Amérique du Nord",flont:defprec_trinite_et_tobago_amerique_du_nord
flont:UseRegionOceania,Australie,"Australie, Océanie",flont:defprec_australie_oceanie
flont:UseRegionOceania,Fidji,"Fidji, Océanie",flont:defprec_fidji_oceanie
flont:UseRegionOceania,Kiribati,"Kiribati, Océanie",flont:defprec_kiribati_oceanie
flont:UseRegionOceania,Marshall,"Marshall, Océanie",flont:defprec_marshall_oceanie
flont:UseRegionOceania,Mayotte,"Mayotte, Océanie",flont:defprec_mayotte_oceanie
flont:UseRegionOceania,Micronésie,"Micronésie, Océanie",flont:defprec_micronesie_oceanie
flont:UseRegionOceania,Nauru,"Nauru, Océanie",flont:defprec_nauru_oceanie
flont:UseRegionOceania,Nouvelle-Calédonie,"Nouvelle-Calédonie, Océanie",flont:defprec_nouvelle_caledonie_oceanie
flont:UseRegionOceania,Nouvelle-Zélande,"Nouvelle-Zélande, Océanie",flont:defprec_nouvelle_zelande_oceanie
flont:UseRegionOceania,Océanie,Océanie,flont:defprec_oceanie
flont:UseRegionOceania,Palaos,"Palaos, Océanie",flont:defprec_palaos_oceanie
flont:UseRegionOceania,Papouasie-Nouvelle-Guinée,"Papouasie-Nouvelle-Guinée, Océanie",flont:defprec_papouasie_nouvelle_guinee_oceanie
flont:UseRegionOceania,Polynésie française,"Polynésie française, France, Océanie",flont:defprec_polynesie_francaise_france_oceanie
flont:UseRegionOceania,Réunion,"Réunion, France, Océanie",flont:defprec_reunion_france_oceanie
flont:UseRegionOceania,Salomon,"Salomon, Océanie",flont:defprec_salomon_oceanie
flont:UseRegionOceania,Samoa,"Samoa, Océanie",flont:defprec_samoa_oceanie
flont:UseRegionOceania,Tonga,"Tonga, Océanie",flont:defprec_tonga_oceanie
flont:UseRegionOceania,Tuvalu,"Tuvalu, Océanie",flont:defprec_tuvalu_oceanie
flont:UseRegionOceania,Vanuatu,"Vanuatu, Océanie",flont:defprec_vanuatu_oceanie
flont:UseRegionSouthAmerica,Amérique du Sud;Amérique latine,Amérique du Sud,flont:defprec_amerique_du_sud
flont:UseRegionSouthAmerica,Argentine,"Argentine, Amérique du Sud",flont:defprec_argentine_amerique_du_sud
flont:UseRegionSouthAmerica,Bahia,"Bahia, Brésil, Amérique du Sud",flont:defprec_bahia_bresil_amerique_du_sud
flont:UseRegionSouthAmerica,Bolivie,"Bolivie, Amérique du Sud",flont:defprec_bolivie_amerique_du_sud
flont:UseRegionSouthAmerica,Brésil,"Brésil, Amérique du Sud",flont:defprec_bresil_amerique_du_sud
flont:UseRegionSouthAmerica,Chili,"Chili, Amérique du Sud",flont:defprec_chili_amerique_du_sud
flont:UseRegionSouthAmerica,Colombie,"Colombie, Amérique du Sud",flont:defprec_colombie_amerique_du_sud
flont:UseRegionSouthAmerica,Équateur,"Équateur, Amérique du Sud",flont:defprec_equateur_amerique_du_sud
flont:UseRegionSouthAmerica,Guyana,"Guyana, Amérique du Sud",flont:defprec_guyana_amerique_du_sud
flont:UseRegionSouthAmerica,Guyane,"Guyane, France, Amérique du Sud",flont:defprec_guyane_france_amerique_du_sud
flont:UseRegionSouthAmerica,Paraguay,"Paraguay, Amérique du Sud",flont:defprec_paraguay_amerique_du_sud
flont:UseRegionSouthAmerica,Pérou,"Pérou, Amérique du Sud",flont:defprec_perou_amerique_du_sud
flont:UseRegionSouthAmerica,Rio de Janeiro,"Rio de Janeiro, Brésil, Amérique du Sud",flont:defprec_rio_de_janeiro_bresil_amerique_du_sud
flont:UseRegionSouthAmerica,Rio de la Plata,"Rio de la Plata, Uruguay, Amérique du Sud",flont:defprec_rio_de_la_plata_uruguay_amerique_du_sud
flont:UseRegionSouthAmerica,São Paulo,"São Paulo, Brésil, Amérique du Sud",flont:defprec_sao_paulo_bresil_amerique_du_sud
flont:UseRegionSouthAmerica,Suriname,"Suriname, Amérique du Sud",flont:defprec_suriname_amerique_du_sud
flont:UseRegionSouthAmerica,Uruguay,"Uruguay, Amérique du Sud",flont:defprec_uruguay_amerique_du_sud
flont:UseRegionSouthAmerica,Venezuela,"Venezuela, Amérique du Sud",flont:defprec_venezuela_amerique_du_sud
flont:UseTemporality,archaïsme,Archaïsme,flont:defprec_archaisme
flont:UseTemporality,désuet,Désuet,flont:defprec_desuet
flont:UseTemporality,néologisme,Néologisme,flont:defprec_neologisme
flont:UseTemporality,vieilli,Vieilli,flont:defprec_vieilli
